1	498	 743
230	342	 743
230	342	 743
400	449	 789
206	322	 895
105	467	 541
204	322	 982
8	357	 505
204	404	 769
82	199	 193
243	347	 411
195	199	 243
347	452	 756
195	417	 625
452	488	 5
333	417	 457
387	429	 261
483	488	 63
406	449	 457
183	483	 807
406	473	 450
183	292	 624
385	473	 289
344	473	 593
159	385	 412
344	356	 475
344	394	 730
300	356	 173
394	424	 403
300	468	 124
424	445	 90
329	468	 66
135	445	 500
467	496	 389
227	329	 170
451	496	 483
227	470	 160
354	451	 794
396	470	 726
294	406	 173
396	447	 286
294	341	 74
291	447	 81
371	393	 117
202	291	 592
285	393	 732
202	365	 195
393	471	 168
365	489	 115
441	471	 373
119	489	 499
103	441	 141
301	478	 402
389	441	 14
166	441	 138
285	393	 732
166	369	 86
308	389	 407
319	369	 219
308	384	 454
319	403	 515
162	384	 195
328	429	 17
162	372	 168
328	435	 7
258	372	 505
212	435	 492
148	258	 251
212	271	 121
148	494	 164
218	271	 815
202	291	 592
20	218	 142
23	494	 909
187	494	 205
284	494	 183
91	187	 361
284	307	 760
304	494	 407
221	317	 465
351	498	 847
317	493	 383
351	463	 402
204	322	 982
244	463	 183
206	322	 895
485	493	 75
204	438	 182
419	463	 379
289	438	 443
332	419	 148
154	433	 128
118	459	 203
332	408	 225
381	400	 170
313	432	 452
80	381	 369
207	481	 70
313	457	 236
266	481	 292
390	467	 233
370	457	 19
390	418	 104
85	370	 732
297	418	 179
457	461	 28
10	297	 744
395	461	 336
232	461	 158
212	435	 492
232	235	 574
232	405	 180
287	395	 420
176	405	 73
287	480	 337
192	405	 522
212	271	 121
192	440	 127
415	480	 53
330	440	 26
338	385	 362
134	330	 56
214	338	 364
415	453	 78
214	338	 364
203	453	 240
214	479	 301
210	415	 794
234	479	 453
272	479	 29
234	375	 279
234	456	 71
375	446	 18
137	456	 826
311	446	 545
215	425	 976
311	383	 293
215	399	 375
383	444	 391
215	288	 32
215	399	 375
315	399	 626
444	462	 178
295	315	 255
334	462	 420
295	492	 32
216	315	 56
286	492	 145
216	242	 671
216	242	 671
184	286	 163
315	399	 626
123	334	 319
309	492	 245
123	169	 323
309	476	 459
191	309	 233
317	493	 383
8	357	 505
380	476	 20
219	476	 17
96	380	 372
219	412	 17
380	422	 40
475	476	 451
431	476	 28
221	373	 75
234	375	 279
392	422	 376
306	475	 141
392	436	 41
303	306	 28
281	303	 699
325	431	 134
3	433	 169
325	331	 463
95	412	 571
196	476	 327
7	432	 321
15	425	 192
224	476	 752
65	483	 739
130	335	 612
213	476	 661
