0	33	892
1	27	762
2	48	904
3	37	586
4	35	15
5	44	172
6	35	174
7	46	65
8	45	809
9	45	215
10	49	880
11	43	633
12	21	303
13	32	804
14	34	149
15	18	174
16	41	772
17	48	166
17	37	856
18	25	442
19	26	324
19	39	537
20	39	367
20	35	609
21	38	734
22	40	829
22	44	73
23	39	941
23	41	232
24	45	414
24	49	385
25	42	932
26	48	71
27	41	997
28	47	404
28	38	462
29	37	973
29	40	824
29	47	705
30	46	281
30	38	501
30	49	868
31	45	191
31	44	38
31	42	163
32	38	805
32	45	694
33	42	858
33	48	612
34	46	487
34	49	284
35	36	357
36	47	623
36	40	626
36	49	117
37	47	667
37	49	76
38	46	745
39	43	75
39	42	338
40	43	802
40	44	408
41	49	751
41	48	510
42	48	652
42	47	671
43	45	945
43	48	966
43	49	435
44	46	748
44	48	382
44	45	182
46	49	524
46	47	701
47	48	889
